NUMBER,HSN_CODE,NAME_OF_COMMODITY,CHAPTER_NO,SUB_CHAPTER,GST_PERCENTAGE_INDIA
5289,6201.99.00,"Men's anoraks, wind-cheaters, wind-jackets, of other textile materials",62,yet to be notifed,--
5290,6202.00.00,"Women's or girls' overcoats etc, not knit or croch",62,yet to be notifed,--
5291,6202.11.00,"Women's or girls' overcoats, car-coats, capes, cloaks, of wool",62,yet to be notifed,--
5292,6202.12.00,"Women's or girls' overcoats, car-coats, capes; cloaks, of cotton",62,yet to be notifed,--
5293,6202.13.00,"Women's or girls' overcoats, car-coats, capes, cloaks of man-made fibres",62,yet to be notifed,--
5294,6202.19.00,"Women's overcoats, carcoats, capes, cloaks, of other textile materials",62,yet to be notifed,--
5295,6202.91.00,"Women's or girls' anoraks, wind-cheaters, wind-jackts of wool",62,yet to be notifed,--
5296,6202.92.00,"Women's or girls' anoraks, wind-cheaters, wind-jackets of cotton",62,yet to be notifed,--
5297,6202.93.00,"Women's or girls' anoraks, wind-cheaters, wind-jackets of man-made fibres",62,yet to be notifed,--
5298,6202.99.00,"Women's anoraks, wind-cheaters, wind-jackets of other textile materials",62,yet to be notifed,--
5299,6203.00.00,"Men's or boys' suits, ensembles etc, not knit etc",62,yet to be notifed,--
5300,6203.11.00,"Men's or boys' suits, of wool or fine animal hair",62,yet to be notifed,--
5301,6203.12.00,"Men's or boys' suits, of synthetic fibres",62,yet to be notifed,--
5302,6203.19.00,"Men's or boys' suits, of other textile materials",62,yet to be notifed,--
5303,6203.21.00,"Men's or boys' ensembles, of wool or fine animal hair",62,yet to be notifed,--
5304,6203.22.00,"Men's or boys' ensembles, of cotton",62,yet to be notifed,--
5305,6203.23.00,"Men's or boys' ensembles, of synthetic fibres",62,yet to be notifed,--
5306,6203.29.00,"Men's or boys' ensembles, of other textile materials",62,yet to be notifed,--
5307,6203.31.00,"Men's or boys' jackets, blazers, of wool or fine animal hair",62,yet to be notifed,--
5308,6203.32.00,"Men's or boys' jackets, blazers, of cotton",62,yet to be notifed,--
5309,6203.33.00,"Men's or boys' jackets, blazers, of synthetic fibres",62,yet to be notifed,--
5310,6203.39.00,"Men's or boys' jackets, blazers, of other textile materials",62,yet to be notifed,--
5311,6203.41.00,"Men's or boys' trousers, overalls, breeches, of wool or fine animal hair",62,yet to be notifed,--
5312,6203.42.00,"Men's or boys' trousers, overalls, breeches, of cotton",62,yet to be notifed,--
5313,6203.43.00,"Men's or boys' trousers, overalls, breeches, of synthetic fibres",62,yet to be notifed,--
5314,6203.49.00,"Men's or boys' trousers, overalls, breeches, of other textile materials",62,yet to be notifed,--
5315,6204.00.00,"Women's or girls' suits, ensemb etc, not knit etc",62,yet to be notifed,--
5316,6204.11.00,"Women's or girls' suits, of wool or fine animal hair",62,yet to be notifed,--
5317,6204.12.00,"Women's or girls' suits, of cotton",62,yet to be notifed,--
5318,6204.13.00,"Women's or girls' suits, of synthetic fibres",62,yet to be notifed,--
5319,6204.19.00,"Women's or girls' suits, of other textile materials",62,yet to be notifed,--
5320,6204.21.00,"Women's or girls' ensembles, of wool or fine animal hair",62,yet to be notifed,--
5321,6204.22.00,"Women's or girls' ensembles, of cotton",62,yet to be notifed,--
5322,6204.23.00,"Women's or girls' ensembles, of synthetic fibres",62,yet to be notifed,--
5323,6204.29.00,"Women's or girls' ensembles, of other textile materials",62,yet to be notifed,--
5324,6204.31.00,"Women's or girls' jackets, of wool or fine animal hair",62,yet to be notifed,--
5325,6204.32.00,"Women's or girls' jackets, of cotton",62,yet to be notifed,--
5326,6204.33.00,"Women's or girls' jackets, of synthetic fibres",62,yet to be notifed,--
5327,6204.44.00,"Women's or girls' dresses, of artificial fibres",62,yet to be notifed,--
5328,6204.49.00,"Women's or girls' dresses, of other textile materials",62,yet to be notifed,--
5329,6204.51.00,"Women's or girls' skirts, divided skirts, of wool or fine animal hair620452 women's or girls' skirts, divided skirts, of cotton",62,yet to be notifed,--
5330,6204.53.00,"Women's or girls' skirts, divided skirts, of synthetic fibres",62,yet to be notifed,--
5331,6204.59.00,"Women's or girls' skirts, divided skirts, of other textile materials",62,yet to be notifed,--
5332,6204.61.00,"Women's or girls' trousers, breeches, of wool or fine animal hair",62,yet to be notifed,--
5333,6204.62.00,"Women's or girls' trousers, breeches, of cotton",62,yet to be notifed,--
5334,6204.63.00,"Women's or girls' trousers, breeches, of synthetic fibres",62,yet to be notifed,--
5335,6204.69.00,"Women's or girls' trousers, breeches, of other textile materials",62,yet to be notifed,--
5336,6205.00.00,"Men's or boys' shirts, not knitted or crocheted",62,yet to be notifed,--
5337,6205.10.00,"Men's or boys' shirts, of wool or fine animal hair",62,yet to be notifed,--
5338,6205.20.00,"Men's or boys' shirts, of cotton",62,yet to be notifed,--
5339,6205.30.00,"Men's or boys' shirts, of man-made fibres",62,yet to be notifed,--
5340,6205.90.00,"Men's or boys' shirts, of other textile materials",62,yet to be notifed,--
5341,6206.00.00,"Women's or girls' blouses, shirts etc not knit etc",62,yet to be notifed,--
5342,6206.10.00,"Women's or girls' blouses, shirts, shirt-blouses, of silk or ilk waste",62,yet to be notifed,--
5343,6206.20.00,"Women's or girls' blouses, shirts, of wool or fine animal hair",62,yet to be notifed,--
5344,6206.30.00,"Women's or girls' blouses, shirts, of cotton",62,yet to be notifed,--
5345,6206.40.00,"Women's or girls' blouses, shirts, of man-made fibres",62,yet to be notifed,--
5346,6206.90.00,"Women's or girls' blouses, shirts, of other textile materials",62,yet to be notifed,--
5347,6207.00.00,"Men's or boys' undershirts etc, not knit or croch",62,yet to be notifed,--
5348,6207.11.00,"Men's or boys' underpants, briefs, of cotton",62,yet to be notifed,--
5349,6207.19.00,"Men's or boys' underpants, briefs, of other textile materials",62,yet to be notifed,--
5350,6207.19.00,"Men's or boys' underpants, briefs, of other textile materials",62,yet to be notifed,--
5351,6207.21.00,"Men's or boys' nightshirts, pyjamas, of cotton",62,yet to be notifed,--
5352,6207.21.00,"Men's or boys' nightshirts, pyjamas, of cotton",62,yet to be notifed,--
5353,6207.22.00,"Men's or boys' nightshirts, pyjamas, of man-made fibres",62,yet to be notifed,--
5354,6207.22.00,"Men's or boys' nightshirts, pyjamas, of man-made fibres",62,yet to be notifed,--
5355,6207.29.00,"Men's or boys' nightshirts, pyjamas, of other textile materials",62,yet to be notifed,--
5356,6207.29.00,"Men's or boys' nightshirts, pyjamas, of other textile materials",62,yet to be notifed,--
5357,6207.91.00,"Men's or boys' singlets, bathrobes, dressing gowns, of cotton",62,yet to be notifed,--
5358,6207.91.00,"Men's or boys' singlets, bathrobes, dressing gowns, of cotton",62,yet to be notifed,--
5359,6207.92.00,"Men's or boys' singlets, bathrobes, dressing gowns, of man-made fibres",62,yet to be notifed,--
5360,6207.92.00,"Men's or boys' singlets, bathrobes, dressing gowns, of man-made fibres",62,yet to be notifed,--
5361,6207.99.00,"Men's or boys' singlets, bathrobes, of other textile materials",62,yet to be notifed,--
5362,6207.99.00,"Men's or boys' singlets, bathrobes, of other textile materials",62,yet to be notifed,--
5363,6208.00.00,"Women's or girls' slips etc, not knit or crochet",62,yet to be notifed,--
5364,6208.11.00,"Women's or girls' slips, petticoats, of man-made fibres",62,yet to be notifed,--
5365,6208.19.00,"Women's or girls' slips, petticoats, of other textile materials",62,yet to be notifed,--
5366,6208.21.00,"Women's or girls' nightdresses, pyjamas, of cotton",62,yet to be notifed,--
5367,6208.22.00,"Women's or girls' nightdresses, pyjamas, of man-made fibres",62,yet to be notifed,--
5368,6208.29.00,"Women's or girls' nightdresses, pyjamas, of other textile materials",62,yet to be notifed,--
5369,6208.91.00,"Women's or girls' singlets, briefs, panties, negligees, bathrobes, of cotton",62,yet to be notifed,--
5370,6208.92  .00,"Women's or girls' singlets, briefs, panties, negligees, man-made fibres",62,yet to be notifed,--
5371,6208.99.00,"Women's or girls' singlets, briefs, panties, of other textile materials",62,yet to be notifed,--
5372,6209.00.00,"Babies' garments & accessories, not knit or croch",62,yet to be notifed,--
5373,6209.10.00,"Babies garments and clothing accessories, of wool or fine animal hair620920 babies garments and clothing accessories, of cotton",62,yet to be notifed,--
5374,6209.30.00,"Babies garments and clothing accessories, of synthetic fibres",62,yet to be notifed,--
5375,6209.90.00,"Babies garments and clothing accessories, of other textile materials",62,yet to be notifed,--
5376,6210.00.00,"Garments, of felt etc, or fabric impregnated etc",62,yet to be notifed,--
5377,6210.10.00,"Garments, made up of fabrics, of felt, nonwovens",62,yet to be notifed,--
5378,6210.20.00,Other garments of fabrics,62,yet to be notifed,--
5379,6210.30.00,Other garments of fabrics,62,yet to be notifed,--
5380,6210.40.00,Other men's or boys' garments,62,yet to be notifed,--
5381,6210.50.00,Other women's or girls' garments,62,yet to be notifed,--
5382,6211.00.00,"Track suits, ski-suits & swimwear, not knit etc",62,yet to be notifed,--
5383,6211.11.00,Men's or boys' swimwear,62,yet to be notifed,--
5384,6211.12.00,Women's or girls' swimwear,62,yet to be notifed,--
5385,6211.20.00,Ski suits,62,yet to be notifed,--
5386,6211.31.00,"Other garments, men's or boys', of wool or fine animal hair",62,yet to be notifed,--
5387,6211.32.00,"Other garments, men's or boys', of cotton",62,yet to be notifed,--
5388,6211.33.00,"Other garments, men's or boys', of man-made fibres",62,yet to be notifed,--
5389,6211.39.00,"Other garments, men's or boys', of other textile materials",62,yet to be notifed,--
5390,6211.41.00,"Other garments, women's or girls', of wool or fine animal hair",62,yet to be notifed,--
5391,6211.42.00,"Other garments, women's or girls', of cotton",62,yet to be notifed,--
5392,6211.43.00,"Other garments, women's or girls', of man-made fibres",62,yet to be notifed,--
5393,6211.49.00  ,"Other garments, women's or girls', of other textile materials",62,yet to be notifed,--
5394,6212.00.00,"Bras, girdles, garters etc., knitted etc or not",62,yet to be notifed,--
5395,6212.10.00,Brassieres,62,yet to be notifed,--
5396,6212.20.00,Girdles and panty-girdles,62,yet to be notifed,--
5397,6212.30.00,Corsets,62,yet to be notifed,--
5398,6212.90.00,"Corsets, braces, suspenders, garters and similar articles and parts",62,yet to be notifed,--
5399,6213.00.00,Handkerchiefs,62,yet to be notifed,--
5400,6213.10.00,Handkerchiefs of silk or silk waste,62,yet to be notifed,--
5401,6213.20.00  ,Handkerchiefs of cotton,62,yet to be notifed,--
5402,6213.90.00,Handkerchiefs of other textile materials,62,yet to be notifed,--
5403,6214.00.00,"Shawls, scarves, mufflers, mantillas, veils etc.",62,yet to be notifed,--
5404,6214.10.00,"Shawls, scarves, mufflers, mantillas, veils, of silk or silk waste",62,yet to be notifed,--
5405,6214.20.00,"Shawls, scarves, mufflers, mantillas, veils, of wool or fine animal hair",62,yet to be notifed,--
5406,6214.30.00,"Shawls, scarves, mufflers, mantillas, veils, of synthetic fibres",62,yet to be notifed,--
5407,6214.40.00,"Shawls, scarves, mufflers, mantillas, veils, of artificial fibres",62,yet to be notifed,--
5408,6214.90.00,"Shawls, scarves, mufflers, mantillas, veils, of other textile materials",62,yet to be notifed,--
5409,6215.00.00,"Ties, bow ties & cravats, not knitted or crocheted",62,yet to be notifed,--
5410,6215.10.00 ,"Ties, bow ties, cravats, of silk or silk waste",62,yet to be notifed,--
5411,6215.20.00,"Ties, bow ties, cravats, of man-made fibres",62,yet to be notifed,--
5412,6215.90.00,"Ties, bow ties, cravats, of other textile materials",62,yet to be notifed,--
5413,6216.00.00,"Gloves, mittens and mitts, not knit or crocheted",62,yet to be notifed,--
5414,6216.00.00,"Gloves, mittens, mitts",62,yet to be notifed,--
5415,6217.00.00,"Made-up clothing access nesoi, garment etc parts nesoi",62,yet to be notifed,--
5416,6217.10.00  ,Other madeup clothing accessories,62,yet to be notifed,--
5417,6217.90.00,Parts of garments or of clothing accessories,62,yet to be notifed,--
5418,6301.00.00  ,Blankets and traveling rugs,63,yet to be notifed,--
5419,6301.10.00,Electric blankets,63,yet to be notifed,--
5420,6301.20.00,"Blankets, travelling rugs, of wool or fine animal hair",63,yet to be notifed,--
5421,6301.30.00,"Blankets (other than electric blankets), travelling rugs, of cotton",63,yet to be notifed,--
5422,6301.40.00,"Blankets, travelling rugs, of synthetic fibres",63,yet to be notifed,--
5423,6301.90.00,Other blankets and travelling rugs,63,yet to be notifed,--
5424,6302.00.00,"Bed linen, table linen, toilet linen & kitchen linen",63,yet to be notifed,--
5425,6302.10.00,"Bed linen, knitted or crocheted",63,yet to be notifed,--
5426,6302.21.00,"Bed linen, printed, of cotton",63,yet to be notifed,--
5427,6302.22.00,"Bed linen, printed, of man-made fibres",63,yet to be notifed,--
5428,6302.29.00,"Bed linen, printed, of other textile materials",63,yet to be notifed,--
5429,6302.31.00,Other bed linen of cotton,63,yet to be notifed,--
5430,6302.32.00,Other bed linen of man-made fibres,63,yet to be notifed,--
5431,6302.39.00,"Other bed linen, of other textile materials",63,yet to be notifed,--
5432,6302.40.00,"Table linen, knitted or crocheted",63,yet to be notifed,--
5433,6302.51.00,Other table linen of cotton,63,yet to be notifed,--
5434,6302.52.00,Other table linen of flax,63,yet to be notifed,--
5435,6302.53.00,Other table linen of man-made fibres,63,yet to be notifed,--
5436,6302.59.00,Other table linen of other textile materials,63,yet to be notifed,--
5437,6302.60.00,"Toilet linen, kitchen linen, of terry towelling, of cotton",63,yet to be notifed,--
5438,6302.91.00,"Toilet linen, kitchen linen, of cotton",63,yet to be notifed,--
5439,6302.92.00,"Toilet linen, kitchen linen, of flax",63,yet to be notifed,--
5440,6302.93.00,"Toilet linen, kitchen linen, of man-made fibres",63,yet to be notifed,--
5441,6302.99.00,"Toilet linen, kitchen linen, of other textile materials",63,yet to be notifed,--
5442,6303.00.00,"Curtains & interior blinds, curtain & bed valances",63,yet to be notifed,--
5443,6303.11.00,"Curtain, interior blinds, bed valances, of cotton, knitted or crocheted",63,yet to be notifed,--
5444,6303.12.00,"Curtain, interior blinds, bed valances, of synthetic fibres",63,yet to be notifed,--
5445,6303.19.00,"Curtain, interior blinds, bed valances, of other textile materials",63,yet to be notifed,--
